ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,sajdah_ayah,sajdah_no,total_ayah_quran,no_of_word_ayah,list_of_words
30,4302,ومآ أصٰبكم من مصيبةۢ فبما كسبت أيديكم ويعفوا۟ عن كثيرۢ,Whatever affliction befalls you is because of what your own hands have committed. And He pardons much.,422,25,6,195,False,,6236,10,"[ومآ,أصٰبكم,من,مصيبةۢ,فبما,كسبت,أيديكم,ويعفوا۟,عن,كثيرۢ]"
31,4303,ومآ أنتم بمعجزين فى ٱلأرض ۖ وما لكم من دون ٱلله من ولىۢ ولا نصيرۢ,"You can never escape ˹Him˺ on earth, nor do you have any protector or helper besides Allah.",422,25,6,195,False,,6236,15,"[ومآ,أنتم,بمعجزين,فى,ٱلأرض,ۖ,وما,لكم,من,دون,ٱلله,من,ولىۢ,ولا,نصيرۢ]"
32,4304,ومن ءايٰته ٱلجوار فى ٱلبحر كٱلأعلٰم,And among His signs are the ships like mountains ˹sailing˺ in the sea.,422,25,6,195,False,,6236,6,"[ومن,ءايٰته,ٱلجوار,فى,ٱلبحر,كٱلأعلٰم]"
33,4305,إن يشأ يسكن ٱلريح فيظللن رواكد علىٰ ظهرهۦٓ ۚ إن فى ذٰلك لءايٰتۢ لكل صبارۢ شكور,"If He wills, He can calm the wind, leaving the ships motionless on the water. Surely in this are signs for whoever is steadfast, grateful.",422,25,6,195,False,,6236,16,"[إن,يشأ,يسكن,ٱلريح,فيظللن,رواكد,علىٰ,ظهرهۦٓ,ۚ,إن,فى,ذٰلك,لءايٰتۢ,لكل,صبارۢ,شكور]"
34,4306,أو يوبقهن بما كسبوا۟ ويعف عن كثيرۢ,Or He can wreck the ships for what the people have committed—though He forgives much—,422,25,6,195,False,,6236,7,"[أو,يوبقهن,بما,كسبوا۟,ويعف,عن,كثيرۢ]"
35,4307,ويعلم ٱلذين يجٰدلون فىٓ ءايٰتنا ما لهم من محيصۢ,so those who dispute about Our signs may know that they have no refuge.,422,25,6,195,False,,6236,9,"[ويعلم,ٱلذين,يجٰدلون,فىٓ,ءايٰتنا,ما,لهم,من,محيصۢ]"
36,4308,فمآ أوتيتم من شىءۢ فمتٰع ٱلحيوٰة ٱلدنيا ۖ وما عند ٱلله خيرۭ وأبقىٰ للذين ءامنوا۟ وعلىٰ ربهم يتوكلون,Whatever ˹pleasure˺ you have been given is ˹no more than a fleeting˺ enjoyment of this worldly life. But what is with Allah is far better and more lasting for those who believe and put their trust in their Lord;,422,25,6,195,False,,6236,18,"[فمآ,أوتيتم,من,شىءۢ,فمتٰع,ٱلحيوٰة,ٱلدنيا,ۖ,وما,عند,ٱلله,خيرۭ,وأبقىٰ,للذين,ءامنوا۟,وعلىٰ,ربهم,يتوكلون]"
37,4309,وٱلذين يجتنبون كبٰٓئر ٱلإثم وٱلفوٰحش وإذا ما غضبوا۟ هم يغفرون,"who avoid major sins and shameful deeds, and forgive when angered;",422,25,6,195,False,,6236,10,"[وٱلذين,يجتنبون,كبٰٓئر,ٱلإثم,وٱلفوٰحش,وإذا,ما,غضبوا۟,هم,يغفرون]"
38,4310,وٱلذين ٱستجابوا۟ لربهم وأقاموا۟ ٱلصلوٰة وأمرهم شورىٰ بينهم ومما رزقنٰهم ينفقون,"who respond to their Lord, establish prayer, conduct their affairs by mutual consultation, and donate from what We have provided for them;",422,25,6,195,False,,6236,11,"[وٱلذين,ٱستجابوا۟,لربهم,وأقاموا۟,ٱلصلوٰة,وأمرهم,شورىٰ,بينهم,ومما,رزقنٰهم,ينفقون]"
39,4311,وٱلذين إذآ أصابهم ٱلبغى هم ينتصرون,and who enforce justice when wronged.,422,25,6,195,False,,6236,6,"[وٱلذين,إذآ,أصابهم,ٱلبغى,هم,ينتصرون]"
40,4312,وجزٰٓؤا۟ سيئةۢ سيئةۭ مثلها ۖ فمن عفا وأصلح فأجرهۥ على ٱلله ۚ إنهۥ لا يحب ٱلظٰلمين,"The reward of an evil deed is its equivalent. But whoever pardons and seeks reconciliation, then their reward is with Allah. He certainly does not like the wrongdoers.",422,25,6,195,False,,6236,16,"[وجزٰٓؤا۟,سيئةۢ,سيئةۭ,مثلها,ۖ,فمن,عفا,وأصلح,فأجرهۥ,على,ٱلله,ۚ,إنهۥ,لا,يحب,ٱلظٰلمين]"
41,4313,ولمن ٱنتصر بعد ظلمهۦ فأو۟لٰٓئك ما عليهم من سبيل,There is no blame on those who enforce justice after being wronged.,422,25,6,195,False,,6236,9,"[ولمن,ٱنتصر,بعد,ظلمهۦ,فأو۟لٰٓئك,ما,عليهم,من,سبيل]"
42,4314,إنما ٱلسبيل على ٱلذين يظلمون ٱلناس ويبغون فى ٱلأرض بغير ٱلحق ۚ أو۟لٰٓئك لهم عذاب أليمۭ,Blame is only on those who wrong people and transgress in the land unjustly. It is they who will suffer a painful punishment.,422,25,6,195,False,,6236,16,"[إنما,ٱلسبيل,على,ٱلذين,يظلمون,ٱلناس,ويبغون,فى,ٱلأرض,بغير,ٱلحق,ۚ,أو۟لٰٓئك,لهم,عذاب,أليمۭ]"
43,4315,ولمن صبر وغفر إن ذٰلك لمن عزم ٱلأمور,And whoever endures patiently and forgives—surely this is a resolve to aspire to.,422,25,6,195,False,,6236,8,"[ولمن,صبر,وغفر,إن,ذٰلك,لمن,عزم,ٱلأمور]"
44,4316,ومن يضلل ٱلله فما لهۥ من ولىۢ منۢ بعدهۦ ۗ وترى ٱلظٰلمين لما رأوا۟ ٱلعذاب يقولون هل إلىٰ مردۢ من سبيلۢ,"And whoever Allah leaves to stray will have no guide after Him. You will see the wrongdoers, when they face the torment, pleading, “Is there any way back ˹to the world˺?”",423,25,6,195,False,,6236,21,"[ومن,يضلل,ٱلله,فما,لهۥ,من,ولىۢ,منۢ,بعدهۦ,ۗ,وترى,ٱلظٰلمين,لما,رأوا۟,ٱلعذاب,يقولون,هل,إلىٰ,مردۢ,من,سبيلۢ]"
45,4317,وترىٰهم يعرضون عليها خٰشعين من ٱلذل ينظرون من طرف خفىۢ ۗ وقال ٱلذين ءامنوٓا۟ إن ٱلخٰسرين ٱلذين خسروٓا۟ أنفسهم وأهليهم يوم ٱلقيٰمة ۗ ألآ إن ٱلظٰلمين فى عذابۢ مقيمۢ,"And you will see them exposed to the Fire, fully humbled out of disgrace, stealing glances ˹at it˺. And the believers will say, “The ˹true˺ losers are those who have lost themselves and their families on Judgment Day.” The wrongdoers will certainly be in everlasting torment.",423,25,6,195,False,,6236,29,"[وترىٰهم,يعرضون,عليها,خٰشعين,من,ٱلذل,ينظرون,من,طرف,خفىۢ,ۗ,وقال,ٱلذين,ءامنوٓا۟,إن,ٱلخٰسرين,ٱلذين,خسروٓا۟,أنفسهم,وأهليهم,يوم,ٱلقيٰمة,ۗ,ألآ,إن,ٱلظٰلمين,فى,عذابۢ,مقيمۢ]"
46,4318,وما كان لهم من أوليآء ينصرونهم من دون ٱلله ۗ ومن يضلل ٱلله فما لهۥ من سبيل,"They will have no protectors to help them against Allah. And whoever Allah leaves to stray, for them there is no way.",423,25,6,195,False,,6236,17,"[وما,كان,لهم,من,أوليآء,ينصرونهم,من,دون,ٱلله,ۗ,ومن,يضلل,ٱلله,فما,لهۥ,من,سبيل]"
47,4319,ٱستجيبوا۟ لربكم من قبل أن يأتى يومۭ لا مرد لهۥ من ٱلله ۚ ما لكم من ملجإۢ يومئذۢ وما لكم من نكيرۢ,"Respond to your Lord before the coming of a Day from Allah that cannot be averted. There will be no refuge for you then, nor ˹grounds for˺ denial ˹of sins˺.",423,25,6,195,False,,6236,22,"[ٱستجيبوا۟,لربكم,من,قبل,أن,يأتى,يومۭ,لا,مرد,لهۥ,من,ٱلله,ۚ,ما,لكم,من,ملجإۢ,يومئذۢ,وما,لكم,من,نكيرۢ]"
48,4320,فإن أعرضوا۟ فمآ أرسلنٰك عليهم حفيظا ۖ إن عليك إلا ٱلبلٰغ ۗ وإنآ إذآ أذقنا ٱلإنسٰن منا رحمةۭ فرح بها ۖ وإن تصبهم سيئةۢ بما قدمت أيديهم فإن ٱلإنسٰن كفورۭ,"But if they turn away, We have not sent you ˹O Prophet˺ as a keeper over them. Your duty is only to deliver ˹the message˺. And indeed, when We let someone taste a mercy from Us, they become prideful ˹because˺ of it. But when afflicted with evil because of what their hands have done, then one becomes totally ungrateful.",423,25,6,195,False,,6236,30,"[فإن,أعرضوا۟,فمآ,أرسلنٰك,عليهم,حفيظا,ۖ,إن,عليك,إلا,ٱلبلٰغ,ۗ,وإنآ,إذآ,أذقنا,ٱلإنسٰن,منا,رحمةۭ,فرح,بها,ۖ,وإن,تصبهم,سيئةۢ,بما,قدمت,أيديهم,فإن,ٱلإنسٰن,كفورۭ]"
49,4321,لله ملك ٱلسمٰوٰت وٱلأرض ۚ يخلق ما يشآء ۚ يهب لمن يشآء إنٰثۭا ويهب لمن يشآء ٱلذكور,"To Allah ˹alone˺ belongs the kingdom of the heavens and the earth. He creates whatever He wills. He blesses whoever He wills with daughters, and blesses whoever He wills with sons,",423,25,6,195,False,,6236,17,"[لله,ملك,ٱلسمٰوٰت,وٱلأرض,ۚ,يخلق,ما,يشآء,ۚ,يهب,لمن,يشآء,إنٰثۭا,ويهب,لمن,يشآء,ٱلذكور]"
50,4322,أو يزوجهم ذكرانۭا وإنٰثۭا ۖ ويجعل من يشآء عقيما ۚ إنهۥ عليمۭ قديرۭ,"or grants both, sons and daughters, ˹to whoever He wills˺, and leaves whoever He wills infertile. He is indeed All-Knowing, Most Capable.",423,25,6,195,False,,6236,13,"[أو,يزوجهم,ذكرانۭا,وإنٰثۭا,ۖ,ويجعل,من,يشآء,عقيما,ۚ,إنهۥ,عليمۭ,قديرۭ]"
51,4323,۞ وما كان لبشر أن يكلمه ٱلله إلا وحيا أو من ورآئ حجاب أو يرسل رسولۭا فيوحى بإذنهۦ ما يشآء ۚ إنهۥ على حكيمۭ,"It is not ˹possible˺ for a human being to have Allah communicate with them, except through inspiration, or from behind a veil, or by sending a messenger-angel to reveal whatever He wills by His permission. He is surely Most High, All-Wise.",423,25,6,196,False,,6236,24,"[۞,وما,كان,لبشر,أن,يكلمه,ٱلله,إلا,وحيا,أو,من,ورآئ,حجاب,أو,يرسل,رسولۭا,فيوحى,بإذنهۦ,ما,يشآء,ۚ,إنهۥ,على,حكيمۭ]"
52,4324,وكذٰلك أوحينآ إليك روحۭا من أمرنا ۚ ما كنت تدرى ما ٱلكتٰب ولا ٱلإيمٰن ولٰكن جعلنٰه نورۭا نهدى بهۦ من نشآء من عبادنا ۚ وإنك لتهدىٓ إلىٰ صرٰطۢ مستقيمۢ,"And so We have sent to you ˹O Prophet˺ a revelation by Our command. You did not know of ˹this˺ Book and faith ˹before˺. But We have made it a light, by which We guide whoever We will of Our servants. And you are truly leading ˹all˺ to the Straight Path—",423,25,6,196,False,,6236,29,"[وكذٰلك,أوحينآ,إليك,روحۭا,من,أمرنا,ۚ,ما,كنت,تدرى,ما,ٱلكتٰب,ولا,ٱلإيمٰن,ولٰكن,جعلنٰه,نورۭا,نهدى,بهۦ,من,نشآء,من,عبادنا,ۚ,وإنك,لتهدىٓ,إلىٰ,صرٰطۢ,مستقيمۢ]"
53,4325,صرٰط ٱلله ٱلذى لهۥ ما فى ٱلسمٰوٰت وما فى ٱلأرض ۗ ألآ إلى ٱلله تصير ٱلأمور,"the Path of Allah, to Whom belongs whatever is in the heavens and whatever is on the earth. Surely to Allah all matters will return ˹for judgment˺.",423,25,6,196,False,,6236,16,"[صرٰط,ٱلله,ٱلذى,لهۥ,ما,فى,ٱلسمٰوٰت,وما,فى,ٱلأرض,ۗ,ألآ,إلى,ٱلله,تصير,ٱلأمور]"
1,4326,حمٓ,ha-Mĩm.,424,25,6,196,False,,6236,1,[حمٓ]
2,4327,وٱلكتٰب ٱلمبين,By the clear Book!,424,25,6,196,False,,6236,2,"[وٱلكتٰب,ٱلمبين]"
3,4328,إنا جعلنٰه قرءٰنا عربيۭا لعلكم تعقلون,"Certainly, We have made it a Quran in Arabic so perhaps you will understand.",424,25,6,196,False,,6236,6,"[إنا,جعلنٰه,قرءٰنا,عربيۭا,لعلكم,تعقلون]"
4,4329,وإنهۥ فىٓ أم ٱلكتٰب لدينا لعلى حكيم,"And indeed, it is—in the Master Record with Us—highly esteemed, rich in wisdom.",424,25,6,196,False,,6236,7,"[وإنهۥ,فىٓ,أم,ٱلكتٰب,لدينا,لعلى,حكيم]"
5,4330,أفنضرب عنكم ٱلذكر صفحا أن كنتم قومۭا مسرفين,Should We then turn the ˹Quranic˺ Reminder away from you ˹simply˺ because you have been a transgressing people?,424,25,6,196,False,,6236,8,"[أفنضرب,عنكم,ٱلذكر,صفحا,أن,كنتم,قومۭا,مسرفين]"
6,4331,وكم أرسلنا من نبىۢ فى ٱلأولين,˹Imagine˺ how many prophets We sent to those ˹destroyed˺ before!,424,25,6,196,False,,6236,6,"[وكم,أرسلنا,من,نبىۢ,فى,ٱلأولين]"
7,4332,وما يأتيهم من نبى إلا كانوا۟ بهۦ يستهزءون,But no prophet ever came to them without being mocked.,424,25,6,196,False,,6236,8,"[وما,يأتيهم,من,نبى,إلا,كانوا۟,بهۦ,يستهزءون]"
8,4333,فأهلكنآ أشد منهم بطشۭا ومضىٰ مثل ٱلأولين,So We destroyed those who were far mightier than these ˹Meccans˺. The examples of ˹their˺ predecessors have ˹already˺ been related.,424,25,6,196,False,,6236,7,"[فأهلكنآ,أشد,منهم,بطشۭا,ومضىٰ,مثل,ٱلأولين]"
9,4334,ولئن سألتهم من خلق ٱلسمٰوٰت وٱلأرض ليقولن خلقهن ٱلعزيز ٱلعليم,"If you ask them ˹O Prophet˺ who created the heavens and the earth, they will certainly say, “The Almighty, All-Knowing did.”",424,25,6,196,False,,6236,10,"[ولئن,سألتهم,من,خلق,ٱلسمٰوٰت,وٱلأرض,ليقولن,خلقهن,ٱلعزيز,ٱلعليم]"
10,4335,ٱلذى جعل لكم ٱلأرض مهدۭا وجعل لكم فيها سبلۭا لعلكم تهتدون,"˹He is the One˺ Who has laid out the earth for you, and set in it pathways for you so that you may find your way.",424,25,6,196,False,,6236,11,"[ٱلذى,جعل,لكم,ٱلأرض,مهدۭا,وجعل,لكم,فيها,سبلۭا,لعلكم,تهتدون]"
11,4336,وٱلذى نزل من ٱلسمآء مآءۢ بقدرۢ فأنشرنا بهۦ بلدةۭ ميتۭا ۚ كذٰلك تخرجون,"And ˹He is the One˺ Who sends down rain from the sky in perfect measure, with which We give life to a lifeless land. And so will you be brought forth ˹from the grave˺.",424,25,6,196,False,,6236,13,"[وٱلذى,نزل,من,ٱلسمآء,مآءۢ,بقدرۢ,فأنشرنا,بهۦ,بلدةۭ,ميتۭا,ۚ,كذٰلك,تخرجون]"
12,4337,وٱلذى خلق ٱلأزوٰج كلها وجعل لكم من ٱلفلك وٱلأنعٰم ما تركبون,"And ˹He is the One˺ Who created all ˹things in˺ pairs, and made for you ships and animals to ride",424,25,6,196,False,,6236,11,"[وٱلذى,خلق,ٱلأزوٰج,كلها,وجعل,لكم,من,ٱلفلك,وٱلأنعٰم,ما,تركبون]"
13,4338,لتستوۥا۟ علىٰ ظهورهۦ ثم تذكروا۟ نعمة ربكم إذا ٱستويتم عليه وتقولوا۟ سبحٰن ٱلذى سخر لنا هٰذا وما كنا لهۥ مقرنين,"so that you may sit firmly on their backs, and remember your Lord’s blessings once you are settled on them, saying, “Glory be to the One Who has subjected these for us, for we could have never done so ˹on our own˺.",424,25,6,196,False,,6236,20,"[لتستوۥا۟,علىٰ,ظهورهۦ,ثم,تذكروا۟,نعمة,ربكم,إذا,ٱستويتم,عليه,وتقولوا۟,سبحٰن,ٱلذى,سخر,لنا,هٰذا,وما,كنا,لهۥ,مقرنين]"
14,4339,وإنآ إلىٰ ربنا لمنقلبون,And surely to our Lord we will ˹all˺ return.”,424,25,6,196,False,,6236,4,"[وإنآ,إلىٰ,ربنا,لمنقلبون]"
15,4340,وجعلوا۟ لهۥ من عبادهۦ جزءا ۚ إن ٱلإنسٰن لكفورۭ مبين,"Still the pagans have made some of His creation out to be a part of Him. Indeed, humankind is clearly ungrateful.",424,25,6,196,False,,6236,10,"[وجعلوا۟,لهۥ,من,عبادهۦ,جزءا,ۚ,إن,ٱلإنسٰن,لكفورۭ,مبين]"
16,4341,أم ٱتخذ مما يخلق بناتۢ وأصفىٰكم بٱلبنين,"Has He taken ˹angels as His˺ daughters from what He created, and favoured you ˹O pagans˺ with sons?",425,25,6,196,False,,6236,7,"[أم,ٱتخذ,مما,يخلق,بناتۢ,وأصفىٰكم,بٱلبنين]"
17,4342,وإذا بشر أحدهم بما ضرب للرحمٰن مثلۭا ظل وجههۥ مسودۭا وهو كظيم,"Whenever one of them is given the good news of what they attribute to the Most Compassionate, his face grows gloomy, as he suppresses his rage.",425,25,6,196,False,,6236,12,"[وإذا,بشر,أحدهم,بما,ضرب,للرحمٰن,مثلۭا,ظل,وجههۥ,مسودۭا,وهو,كظيم]"
18,4343,أومن ينشؤا۟ فى ٱلحلية وهو فى ٱلخصام غير مبينۢ,˹Do they attribute to Him˺ those who are brought up in fineries and are not commanding in disputes?,425,25,6,196,False,,6236,9,"[أومن,ينشؤا۟,فى,ٱلحلية,وهو,فى,ٱلخصام,غير,مبينۢ]"
19,4344,وجعلوا۟ ٱلملٰٓئكة ٱلذين هم عبٰد ٱلرحمٰن إنٰثا ۚ أشهدوا۟ خلقهم ۚ ستكتب شهٰدتهم ويسـٔلون,"Still they have labelled the angels, who are servants of the Most Compassionate, as female. Did they witness their creation? Their statement will be recorded, and they will be questioned!",425,25,6,196,False,,6236,14,"[وجعلوا۟,ٱلملٰٓئكة,ٱلذين,هم,عبٰد,ٱلرحمٰن,إنٰثا,ۚ,أشهدوا۟,خلقهم,ۚ,ستكتب,شهٰدتهم,ويسـٔلون]"
20,4345,وقالوا۟ لو شآء ٱلرحمٰن ما عبدنٰهم ۗ ما لهم بذٰلك من علم ۖ إن هم إلا يخرصون,"And they argue, “Had the Most Compassionate willed, we would have never worshipped them.” They have no knowledge ˹in support˺ of this ˹claim˺. They do nothing but lie.",425,25,6,196,False,,6236,17,"[وقالوا۟,لو,شآء,ٱلرحمٰن,ما,عبدنٰهم,ۗ,ما,لهم,بذٰلك,من,علم,ۖ,إن,هم,إلا,يخرصون]"
21,4346,أم ءاتينٰهم كتٰبۭا من قبلهۦ فهم بهۦ مستمسكون,"Or have We given them a Book ˹for proof˺, before this ˹Quran˺, to which they are holding firm?",425,25,6,196,False,,6236,8,"[أم,ءاتينٰهم,كتٰبۭا,من,قبلهۦ,فهم,بهۦ,مستمسكون]"
22,4347,بل قالوٓا۟ إنا وجدنآ ءابآءنا علىٰٓ أمةۢ وإنا علىٰٓ ءاثٰرهم مهتدون,"In fact, they say, “We found our forefathers following a ˹particular˺ way, and we are following in their footsteps.”",425,25,6,196,False,,6236,11,"[بل,قالوٓا۟,إنا,وجدنآ,ءابآءنا,علىٰٓ,أمةۢ,وإنا,علىٰٓ,ءاثٰرهم,مهتدون]"
23,4348,وكذٰلك مآ أرسلنا من قبلك فى قريةۢ من نذير إلا قال مترفوهآ إنا وجدنآ ءابآءنا علىٰٓ أمةۢ وإنا علىٰٓ ءاثٰرهم مقتدون,"Similarly, whenever We sent a warner to a society before you ˹O Prophet˺, its ˹spoiled˺ elite would say, “We found our forefathers following a ˹particular˺ way, and we are walking in their footsteps.”",425,25,6,196,False,,6236,21,"[وكذٰلك,مآ,أرسلنا,من,قبلك,فى,قريةۢ,من,نذير,إلا,قال,مترفوهآ,إنا,وجدنآ,ءابآءنا,علىٰٓ,أمةۢ,وإنا,علىٰٓ,ءاثٰرهم,مقتدون]"
24,4349,۞ قٰل أولو جئتكم بأهدىٰ مما وجدتم عليه ءابآءكم ۖ قالوٓا۟ إنا بمآ أرسلتم بهۦ كٰفرون,"Each ˹warner˺ asked, “Even if what I brought you is better guidance than what you found your forefathers practicing?” They replied, “We totally reject whatever you have been sent with.”",425,25,6,197,False,,6236,16,"[۞,قٰل,أولو,جئتكم,بأهدىٰ,مما,وجدتم,عليه,ءابآءكم,ۖ,قالوٓا۟,إنا,بمآ,أرسلتم,بهۦ,كٰفرون]"
25,4350,فٱنتقمنا منهم ۖ فٱنظر كيف كان عٰقبة ٱلمكذبين,So We inflicted punishment upon them. See then what was the fate of the deniers!,425,25,6,197,False,,6236,8,"[فٱنتقمنا,منهم,ۖ,فٱنظر,كيف,كان,عٰقبة,ٱلمكذبين]"
26,4351,وإذ قال إبرٰهيم لأبيه وقومهۦٓ إننى برآءۭ مما تعبدون,"˹Remember, O  Prophet˺ when Abraham declared to his father and his people, “I am totally free of whatever ˹gods˺ you worship,",426,25,6,197,False,,6236,9,"[وإذ,قال,إبرٰهيم,لأبيه,وقومهۦٓ,إننى,برآءۭ,مما,تعبدون]"
27,4352,إلا ٱلذى فطرنى فإنهۥ سيهدين,"except the One Who originated me, and He will surely guide me.”",426,25,6,197,False,,6236,5,"[إلا,ٱلذى,فطرنى,فإنهۥ,سيهدين]"
28,4353,وجعلها كلمةۢ باقيةۭ فى عقبهۦ لعلهم يرجعون,"And he left this enduring declaration among his descendants, so they may ˹always˺ turn back ˹to Allah˺.",426,25,6,197,False,,6236,7,"[وجعلها,كلمةۢ,باقيةۭ,فى,عقبهۦ,لعلهم,يرجعون]"
29,4354,بل متعت هٰٓؤلآء وءابآءهم حتىٰ جآءهم ٱلحق ورسولۭ مبينۭ,"In fact, I had allowed enjoyment for these ˹Meccans˺ and their forefathers, until the truth came to them along with a messenger making things clear.",426,25,6,197,False,,6236,9,"[بل,متعت,هٰٓؤلآء,وءابآءهم,حتىٰ,جآءهم,ٱلحق,ورسولۭ,مبينۭ]"
30,4355,ولما جآءهم ٱلحق قالوا۟ هٰذا سحرۭ وإنا بهۦ كٰفرون,"˹But˺ when the truth came to them, they said, “This is magic, and we totally reject it.”",426,25,6,197,False,,6236,9,"[ولما,جآءهم,ٱلحق,قالوا۟,هٰذا,سحرۭ,وإنا,بهۦ,كٰفرون]"
31,4356,وقالوا۟ لولا نزل هٰذا ٱلقرءان علىٰ رجلۢ من ٱلقريتين عظيم,"And they exclaimed, “If only this Quran was revealed to a great man from ˹one of˺ the two cities!”",426,25,6,197,False,,6236,10,"[وقالوا۟,لولا,نزل,هٰذا,ٱلقرءان,علىٰ,رجلۢ,من,ٱلقريتين,عظيم]"
32,4357,أهم يقسمون رحمت ربك ۚ نحن قسمنا بينهم معيشتهم فى ٱلحيوٰة ٱلدنيا ۚ ورفعنا بعضهم فوق بعضۢ درجٰتۢ ليتخذ بعضهم بعضۭا سخريۭا ۗ ورحمت ربك خيرۭ مما يجمعون,Is it they who distribute your Lord’s mercy? We ˹alone˺ have distributed their ˹very˺ livelihood among them in this worldly life and raised some of them in rank above others so that some may employ others in service. ˹But˺ your Lord’s mercy is far better than whatever ˹wealth˺ they amass.,426,25,6,197,False,,6236,28,"[أهم,يقسمون,رحمت,ربك,ۚ,نحن,قسمنا,بينهم,معيشتهم,فى,ٱلحيوٰة,ٱلدنيا,ۚ,ورفعنا,بعضهم,فوق,بعضۢ,درجٰتۢ,ليتخذ,بعضهم,بعضۭا,سخريۭا,ۗ,ورحمت,ربك,خيرۭ,مما,يجمعون]"
33,4358,ولولآ أن يكون ٱلناس أمةۭ وٰحدةۭ لجعلنا لمن يكفر بٱلرحمٰن لبيوتهم سقفۭا من فضةۢ ومعارج عليها يظهرون,"Were it not that people might ˹be tempted to˺ become one community ˹of disbelievers˺, We would have supplied the homes of ˹only˺ those who disbelieve in the Most Compassionate with silver roofs and ˹silver˺ stairways to ascend,",426,25,6,197,False,,6236,17,"[ولولآ,أن,يكون,ٱلناس,أمةۭ,وٰحدةۭ,لجعلنا,لمن,يكفر,بٱلرحمٰن,لبيوتهم,سقفۭا,من,فضةۢ,ومعارج,عليها,يظهرون]"
34,4359,ولبيوتهم أبوٰبۭا وسررا عليها يتكـٔون,"as well as ˹silver˺ gates and thrones to recline on,",426,25,6,197,False,,6236,5,"[ولبيوتهم,أبوٰبۭا,وسررا,عليها,يتكـٔون]"
35,4360,وزخرفۭا ۚ وإن كل ذٰلك لما متٰع ٱلحيوٰة ٱلدنيا ۚ وٱلءاخرة عند ربك للمتقين,and ornaments ˹of gold˺. Yet all this is no more than a ˹fleeting˺ enjoyment in this worldly life. ˹But˺ the Hereafter with your Lord is ˹only˺ for those mindful ˹of Him˺.,426,25,6,197,False,,6236,14,"[وزخرفۭا,ۚ,وإن,كل,ذٰلك,لما,متٰع,ٱلحيوٰة,ٱلدنيا,ۚ,وٱلءاخرة,عند,ربك,للمتقين]"
36,4361,ومن يعش عن ذكر ٱلرحمٰن نقيض لهۥ شيطٰنۭا فهو لهۥ قرينۭ,"And whoever turns a blind eye to the Reminder of the Most Compassionate, We place at the disposal of each a devilish one as their close associate,",427,25,6,197,False,,6236,11,"[ومن,يعش,عن,ذكر,ٱلرحمٰن,نقيض,لهۥ,شيطٰنۭا,فهو,لهۥ,قرينۭ]"
37,4362,وإنهم ليصدونهم عن ٱلسبيل ويحسبون أنهم مهتدون,who will certainly hinder them from the ˹Right˺ Way while they think they are ˹rightly˺ guided.,427,25,6,197,False,,6236,7,"[وإنهم,ليصدونهم,عن,ٱلسبيل,ويحسبون,أنهم,مهتدون]"
38,4363,حتىٰٓ إذا جآءنا قال يٰليت بينى وبينك بعد ٱلمشرقين فبئس ٱلقرين,"But when such a person comes to Us, one will say ˹to their associate˺, “I wish you were as distant from me as the east is from the west! What an evil associate ˹you were˺!”",427,25,6,197,False,,6236,11,"[حتىٰٓ,إذا,جآءنا,قال,يٰليت,بينى,وبينك,بعد,ٱلمشرقين,فبئس,ٱلقرين]"
39,4364,ولن ينفعكم ٱليوم إذ ظلمتم أنكم فى ٱلعذاب مشتركون,"˹It will be said to both,˺ “Since you all did wrong, sharing in the punishment will be of no benefit to you this Day.”",427,25,6,197,False,,6236,9,"[ولن,ينفعكم,ٱليوم,إذ,ظلمتم,أنكم,فى,ٱلعذاب,مشتركون]"
40,4365,أفأنت تسمع ٱلصم أو تهدى ٱلعمى ومن كان فى ضلٰلۢ مبينۢ,"Can you make the deaf hear, or guide the blind or those clearly astray?",427,25,6,197,False,,6236,11,"[أفأنت,تسمع,ٱلصم,أو,تهدى,ٱلعمى,ومن,كان,فى,ضلٰلۢ,مبينۢ]"
41,4366,فإما نذهبن بك فإنا منهم منتقمون,"Even if We take you away ˹from this world˺, We will surely inflict punishment upon them.",427,25,6,197,False,,6236,6,"[فإما,نذهبن,بك,فإنا,منهم,منتقمون]"
42,4367,أو نرينك ٱلذى وعدنٰهم فإنا عليهم مقتدرون,"Or if We show you what We threaten them with, We certainly have full power over them.",427,25,6,197,False,,6236,7,"[أو,نرينك,ٱلذى,وعدنٰهم,فإنا,عليهم,مقتدرون]"
43,4368,فٱستمسك بٱلذىٓ أوحى إليك ۖ إنك علىٰ صرٰطۢ مستقيمۢ,So hold firmly to what has been revealed to you ˹O Prophet˺. You are truly on the Straight Path.,427,25,6,197,False,,6236,9,"[فٱستمسك,بٱلذىٓ,أوحى,إليك,ۖ,إنك,علىٰ,صرٰطۢ,مستقيمۢ]"
44,4369,وإنهۥ لذكرۭ لك ولقومك ۖ وسوف تسـٔلون,Surely this ˹Quran˺ is a glory for you and your people. And you will ˹all˺ be questioned ˹about it˺.,427,25,6,197,False,,6236,7,"[وإنهۥ,لذكرۭ,لك,ولقومك,ۖ,وسوف,تسـٔلون]"
